X,Y,min,,max,diff in meV_max
1162,,-1688.3602,,-1688.351553,226.5
1163,,-1688.3602,,-1688.351553,225.47
1164,,-1688.3602,,-1688.351553,224.41
1165,,-1688.3602,,-1688.351553,223.36
1166,,-1688.3602,,-1688.351553,222.31
1167,,-1688.3602,,-1688.351553,221.3
1168,,-1688.3602,,-1688.351553,220.33
1169,,-1688.3602,,-1688.351553,219.43
1170,,-1688.3602,,-1688.351553,218.63
1171,,-1688.3602,,-1688.351553,217.95
1172,,-1688.3602,,-1688.351553,217.42
1173,,-1688.3602,,-1688.351553,217.07
1174,,-1688.3602,,-1688.351553,216.9
1175,,-1688.3602,,-1688.351553,216.92
1176,,-1688.3602,,-1688.351553,217.09
1177,,-1688.3602,,-1688.351553,217.41
1178,,-1688.3602,,-1688.351553,217.85
1179,,-1688.3602,,-1688.351553,218.39
1180,,-1688.3602,,-1688.351553,219.02
1181,,-1688.3602,,-1688.351553,219.71
1182,,-1688.3602,,-1688.351553,220.44
1183,,-1688.3602,,-1688.351553,221.22
1184,,-1688.3602,,-1688.351553,222.02
1185,,-1688.3602,,-1688.351553,222.82
1186,,-1688.3602,,-1688.351553,223.62
1187,,-1688.3602,,-1688.351553,224.38
1188,,-1688.3602,,-1688.351553,225.1
1189,,-1688.3602,,-1688.351553,225.76
1190,,-1688.3602,,-1688.351553,226.34
1191,,-1688.3602,,-1688.351553,226.84
1192,,-1688.3602,,-1688.351553,227.24
1193,,-1688.3602,,-1688.351553,227.52
1194,,-1688.3602,,-1688.351553,227.68
1195,,-1688.3602,,-1688.351553,227.71
1196,,-1688.3602,,-1688.351553,227.6
1197,,-1688.3602,,-1688.351553,227.35
1198,,-1688.3602,,-1688.351553,226.94
1199,,-1688.3602,,-1688.351553,226.37
1200,,-1688.3602,,-1688.351553,225.65
1201,,-1688.3602,,-1688.351553,224.76
1202,,-1688.3602,,-1688.351553,223.72
1203,,-1688.3602,,-1688.351553,222.51
1204,,-1688.3602,,-1688.351553,221.15
1205,,-1688.3602,,-1688.351553,219.62
1206,,-1688.3602,,-1688.351553,217.93
1207,,-1688.3602,,-1688.351553,216.06
1208,,-1688.3602,,-1688.351553,214.02
1209,,-1688.3602,,-1688.351553,211.8
1210,,-1688.3602,,-1688.351553,209.4
1211,,-1688.3602,,-1688.351553,206.83
1212,,-1688.3602,,-1688.351553,204.08
1213,,-1688.3602,,-1688.351553,201.16
1214,,-1688.3602,,-1688.351553,198.08
1215,,-1688.3602,,-1688.351553,194.84
1216,,-1688.3602,,-1688.351553,191.45
1217,,-1688.3602,,-1688.351553,187.91
1218,,-1688.3602,,-1688.351553,184.22
1219,,-1688.3602,,-1688.351553,180.39
1220,,-1688.3602,,-1688.351553,176.42
1221,,-1688.3602,,-1688.351553,172.31
1222,,-1688.3602,,-1688.351553,168.07
1223,,-1688.3602,,-1688.351553,163.69
1224,,-1688.3602,,-1688.351553,159.2
1225,,-1688.3602,,-1688.351553,154.59
1226,,-1688.3602,,-1688.351553,149.88
1227,,-1688.3602,,-1688.351553,145.07
1228,,-1688.3602,,-1688.351553,140.18
1229,,-1688.3602,,-1688.351553,135.2
1230,,-1688.3602,,-1688.351553,130.15
1231,,-1688.3602,,-1688.351553,125.02
1232,,-1688.3602,,-1688.351553,119.82
1233,,-1688.3602,,-1688.351553,114.57
1234,,-1688.3602,,-1688.351553,109.27
1235,,-1688.3602,,-1688.351553,103.95
1236,,-1688.3602,,-1688.351553,98.62
1237,,-1688.3602,,-1688.351553,93.29
1238,,-1688.3602,,-1688.351553,87.97
1239,,-1688.3602,,-1688.351553,82.66
1240,,-1688.3602,,-1688.351553,77.37
1241,,-1688.3602,,-1688.351553,72.11
1242,,-1688.3602,,-1688.351553,66.89
1243,,-1688.3602,,-1688.351553,61.74
1244,,-1688.3602,,-1688.351553,56.69
1245,,-1688.3602,,-1688.351553,51.76
1246,,-1688.3602,,-1688.351553,46.97
1247,,-1688.3602,,-1688.351553,42.32
1248,,-1688.3602,,-1688.351553,37.82
1249,,-1688.3602,,-1688.351553,33.46
1250,,-1688.3602,,-1688.351553,29.26
1251,,-1688.3602,,-1688.351553,25.24
1252,,-1688.3602,,-1688.351553,21.44
1253,,-1688.3602,,-1688.351553,17.88
1254,,-1688.3602,,-1688.351553,14.6
1255,,-1688.3602,,-1688.351553,11.62
1256,,-1688.3602,,-1688.351553,8.97
1257,,-1688.3602,,-1688.351553,6.67
1258,,-1688.3602,,-1688.351553,4.71
1259,,-1688.3602,,-1688.351553,3.04
1260,,-1688.3602,,-1688.351553,1.68
1261,,-1688.3602,,-1688.351553,0.65
1262,,-1688.3602,,-1688.351553,0.09
1263,,-1688.3602,,-1688.351553,0
1264,,-1688.3602,,-1688.351553,0.28
1265,,-1688.3602,,-1688.351553,0.93
1266,,-1688.3602,,-1688.351553,1.99
1267,,-1688.3602,,-1688.351553,3.47
1268,,-1688.3602,,-1688.351553,5.34
1269,,-1688.3602,,-1688.351553,7.54
1270,,-1688.3602,,-1688.351553,10.03
1271,,-1688.3602,,-1688.351553,12.83
1272,,-1688.3602,,-1688.351553,15.98
1273,,-1688.3602,,-1688.351553,19.44
1274,,-1688.3602,,-1688.351553,23.14
1275,,-1688.3602,,-1688.351553,27.07
1276,,-1688.3602,,-1688.351553,31.25
1277,,-1688.3602,,-1688.351553,35.7
1278,,-1688.3602,,-1688.351553,40.33
1279,,-1688.3602,,-1688.351553,45.11
1280,,-1688.3602,,-1688.351553,50.02
1281,,-1688.3602,,-1688.351553,55.08
1282,,-1688.3602,,-1688.351553,60.25
1283,,-1688.3602,,-1688.351553,65.48
1284,,-1688.3602,,-1688.351553,70.76
1285,,-1688.3602,,-1688.351553,76.06
1286,,-1688.3602,,-1688.351553,81.4
1287,,-1688.3602,,-1688.351553,86.81
1288,,-1688.3602,,-1688.351553,92.28
1289,,-1688.3602,,-1688.351553,97.79
1290,,-1688.3602,,-1688.351553,103.29
1291,,-1688.3602,,-1688.351553,108.77
1292,,-1688.3602,,-1688.351553,114.23
1293,,-1688.3602,,-1688.351553,119.67
1294,,-1688.3602,,-1688.351553,125.07
1295,,-1688.3602,,-1688.351553,130.42
1296,,-1688.3602,,-1688.351553,135.69
1297,,-1688.3602,,-1688.351553,140.87
1298,,-1688.3602,,-1688.351553,145.95
1299,,-1688.3602,,-1688.351553,150.93
1300,,-1688.3602,,-1688.351553,155.8
1301,,-1688.3602,,-1688.351553,160.56
1302,,-1688.3602,,-1688.351553,165.22
1303,,-1688.3602,,-1688.351553,169.76
1304,,-1688.3602,,-1688.351553,174.2
1305,,-1688.3602,,-1688.351553,178.51
1306,,-1688.3602,,-1688.351553,182.69
1307,,-1688.3602,,-1688.351553,186.72
1308,,-1688.3602,,-1688.351553,190.61
1309,,-1688.3602,,-1688.351553,194.35
1310,,-1688.3602,,-1688.351553,197.93
1311,,-1688.3602,,-1688.351553,201.35
1312,,-1688.3602,,-1688.351553,204.61
1313,,-1688.3602,,-1688.351553,207.72
1314,,-1688.3602,,-1688.351553,210.68
1315,,-1688.3602,,-1688.351553,213.5
1316,,-1688.3602,,-1688.351553,216.15
1317,,-1688.3602,,-1688.351553,218.65
1318,,-1688.3602,,-1688.351553,220.98
1319,,-1688.3602,,-1688.351553,223.13
1320,,-1688.3602,,-1688.351553,225.11
1321,,-1688.3602,,-1688.351553,226.91
1322,,-1688.3602,,-1688.351553,228.53
1323,,-1688.3602,,-1688.351553,229.97
1324,,-1688.3602,,-1688.351553,231.24
1325,,-1688.3602,,-1688.351553,232.33
1326,,-1688.3602,,-1688.351553,233.26
1327,,-1688.3602,,-1688.351553,234.01
1328,,-1688.3602,,-1688.351553,234.61
1329,,-1688.3602,,-1688.351553,235.05
1330,,-1688.3602,,-1688.351553,235.33
1331,,-1688.3602,,-1688.351553,235.46
1332,,-1688.3602,,-1688.351553,235.43
1333,,-1688.3602,,-1688.351553,235.26
1334,,-1688.3602,,-1688.351553,234.95
1335,,-1688.3602,,-1688.351553,234.51
1336,,-1688.3602,,-1688.351553,233.95
1337,,-1688.3602,,-1688.351553,233.29
1338,,-1688.3602,,-1688.351553,232.53
1339,,-1688.3602,,-1688.351553,231.69
1340,,-1688.3602,,-1688.351553,230.79
1341,,-1688.3602,,-1688.351553,229.84
1342,,-1688.3602,,-1688.351553,228.86
1343,,-1688.3602,,-1688.351553,227.85
1344,,-1688.3602,,-1688.351553,226.84
1345,,-1688.3602,,-1688.351553,225.84
1346,,-1688.3602,,-1688.351553,224.87
1347,,-1688.3602,,-1688.351553,223.92
1348,,-1688.3602,,-1688.351553,223.03
1349,,-1688.3602,,-1688.351553,222.21
1350,,-1688.3602,,-1688.351553,221.48
1351,,-1688.3602,,-1688.351553,220.86
1352,,-1688.3602,,-1688.351553,220.37
1353,,-1688.3602,,-1688.351553,220.07
1354,,-1688.3602,,-1688.351553,219.98
1355,,-1688.3602,,-1688.351553,220.09
1356,,-1688.3602,,-1688.351553,220.35
1357,,-1688.3602,,-1688.351553,220.75
1358,,-1688.3602,,-1688.351553,221.25
1359,,-1688.3602,,-1688.351553,221.83
1360,,-1688.3602,,-1688.351553,222.48
1361,,-1688.3602,,-1688.351553,223.18
1362,,-1688.3602,,-1688.351553,223.92
1363,,-1688.3602,,-1688.351553,224.7
1364,,-1688.3602,,-1688.351553,225.51
1365,,-1688.3602,,-1688.351553,226.34
1366,,-1688.3602,,-1688.351553,227.17
1367,,-1688.3602,,-1688.351553,227.96
1368,,-1688.3602,,-1688.351553,228.7
1369,,-1688.3602,,-1688.351553,229.36
1370,,-1688.3602,,-1688.351553,229.94
1371,,-1688.3602,,-1688.351553,230.43
1372,,-1688.3602,,-1688.351553,230.8
1373,,-1688.3602,,-1688.351553,231.06
1374,,-1688.3602,,-1688.351553,231.2
1375,,-1688.3602,,-1688.351553,231.22
1376,,-1688.3602,,-1688.351553,231.1
1377,,-1688.3602,,-1688.351553,230.85
1378,,-1688.3602,,-1688.351553,230.45
1379,,-1688.3602,,-1688.351553,229.91
1380,,-1688.3602,,-1688.351553,229.2
1381,,-1688.3602,,-1688.351553,228.33
1382,,-1688.3602,,-1688.351553,227.3
1383,,-1688.3602,,-1688.351553,226.09
1384,,-1688.3602,,-1688.351553,224.71
1385,,-1688.3602,,-1688.351553,223.16
1386,,-1688.3602,,-1688.351553,221.43
1387,,-1688.3602,,-1688.351553,219.53
1388,,-1688.3602,,-1688.351553,217.45
1389,,-1688.3602,,-1688.351553,215.21
1390,,-1688.3602,,-1688.351553,212.79
1391,,-1688.3602,,-1688.351553,210.22
1392,,-1688.3602,,-1688.351553,207.5
1393,,-1688.3602,,-1688.351553,204.63
1394,,-1688.3602,,-1688.351553,201.61
1395,,-1688.3602,,-1688.351553,198.46
1396,,-1688.3602,,-1688.351553,195.15
1397,,-1688.3602,,-1688.351553,191.7
1398,,-1688.3602,,-1688.351553,188.09
1399,,-1688.3602,,-1688.351553,184.33
1400,,-1688.3602,,-1688.351553,180.41
1401,,-1688.3602,,-1688.351553,176.35
1402,,-1688.3602,,-1688.351553,172.16
1403,,-1688.3602,,-1688.351553,167.83
1404,,-1688.3602,,-1688.351553,163.37
1405,,-1688.3602,,-1688.351553,158.8
1406,,-1688.3602,,-1688.351553,154.11
1407,,-1688.3602,,-1688.351553,149.33
1408,,-1688.3602,,-1688.351553,144.47
1409,,-1688.3602,,-1688.351553,139.53
1410,,-1688.3602,,-1688.351553,134.52
1411,,-1688.3602,,-1688.351553,129.45
1412,,-1688.3602,,-1688.351553,124.33
1413,,-1688.3602,,-1688.351553,119.16
1414,,-1688.3602,,-1688.351553,113.94
1415,,-1688.3602,,-1688.351553,108.67
1416,,-1688.3602,,-1688.351553,103.37
1417,,-1688.3602,,-1688.351553,98.05
1418,,-1688.3602,,-1688.351553,92.73
1419,,-1688.3602,,-1688.351553,87.41
1420,,-1688.3602,,-1688.351553,82.11
1421,,-1688.3602,,-1688.351553,76.82
1422,,-1688.3602,,-1688.351553,71.57
1423,,-1688.3602,,-1688.351553,66.38
1424,,-1688.3602,,-1688.351553,61.33
1425,,-1688.3602,,-1688.351553,56.42
1426,,-1688.3602,,-1688.351553,51.61
1427,,-1688.3602,,-1688.351553,46.82
1428,,-1688.3602,,-1688.351553,42.05
1429,,-1688.3602,,-1688.351553,37.44
1430,,-1688.3602,,-1688.351553,33.17
1431,,-1688.3602,,-1688.351553,29.13
1432,,-1688.3602,,-1688.351553,25.24
1433,,-1688.3602,,-1688.351553,21.53
1434,,-1688.3602,,-1688.351553,18
1435,,-1688.3602,,-1688.351553,14.78
1436,,-1688.3602,,-1688.351553,12.17
1437,,-1688.3602,,-1688.351553,9.79
1438,,-1688.3602,,-1688.351553,7.5
1439,,-1688.3602,,-1688.351553,5.58
1440,,-1688.3602,,-1688.351553,4.13
1441,,-1688.3602,,-1688.351553,3.12
1442,,-1688.3602,,-1688.351553,2.42
1443,,-1688.3602,,-1688.351553,2.06
1444,,-1688.3602,,-1688.351553,2.06
1445,,-1688.3602,,-1688.351553,2.11
1446,,-1688.3602,,-1688.351553,2.64
1447,,-1688.3602,,-1688.351553,3.51
1448,,-1688.3602,,-1688.351553,4.72
1449,,-1688.3602,,-1688.351553,6.36
1450,,-1688.3602,,-1688.351553,8.41
1451,,-1688.3602,,-1688.351553,10.78
1452,,-1688.3602,,-1688.351553,13.47
1453,,-1688.3602,,-1688.351553,16.44
1454,,-1688.3602,,-1688.351553,19.66
1455,,-1688.3602,,-1688.351553,23.11
1456,,-1688.3602,,-1688.351553,26.79
1457,,-1688.3602,,-1688.351553,30.73
1458,,-1688.3602,,-1688.351553,34.93
1459,,-1688.3602,,-1688.351553,39.4
1460,,-1688.3602,,-1688.351553,44.04
1461,,-1688.3602,,-1688.351553,48.82
1462,,-1688.3602,,-1688.351553,53.72
1463,,-1688.3602,,-1688.351553,58.73
1464,,-1688.3602,,-1688.351553,63.85
1465,,-1688.3602,,-1688.351553,69.06
1466,,-1688.3602,,-1688.351553,74.34
1467,,-1688.3602,,-1688.351553,79.67
1468,,-1688.3602,,-1688.351553,85.03
1469,,-1688.3602,,-1688.351553,90.4
1470,,-1688.3602,,-1688.351553,95.78
1471,,-1688.3602,,-1688.351553,101.15
1472,,-1688.3602,,-1688.351553,106.52
1473,,-1688.3602,,-1688.351553,111.87
1474,,-1688.3602,,-1688.351553,117.21
1475,,-1688.3602,,-1688.351553,122.54
1476,,-1688.3602,,-1688.351553,127.85
1477,,-1688.3602,,-1688.351553,133.11
1478,,-1688.3602,,-1688.351553,138.31
1479,,-1688.3602,,-1688.351553,143.42
1480,,-1688.3602,,-1688.351553,148.45
1481,,-1688.3602,,-1688.351553,153.38
1482,,-1688.3602,,-1688.351553,158.2
1483,,-1688.3602,,-1688.351553,162.91
1484,,-1688.3602,,-1688.351553,167.5
1485,,-1688.3602,,-1688.351553,171.97
1486,,-1688.3602,,-1688.351553,176.31
1487,,-1688.3602,,-1688.351553,180.53
1488,,-1688.3602,,-1688.351553,184.6
1489,,-1688.3602,,-1688.351553,188.54
1490,,-1688.3602,,-1688.351553,192.33
1491,,-1688.3602,,-1688.351553,195.96
1492,,-1688.3602,,-1688.351553,199.44
1493,,-1688.3602,,-1688.351553,202.75
1494,,-1688.3602,,-1688.351553,205.9
1495,,-1688.3602,,-1688.351553,208.89
1496,,-1688.3602,,-1688.351553,211.71
1497,,-1688.3602,,-1688.351553,214.37
1498,,-1688.3602,,-1688.351553,216.86
1499,,-1688.3602,,-1688.351553,219.18
1500,,-1688.3602,,-1688.351553,221.32
1501,,-1688.3602,,-1688.351553,223.29
1502,,-1688.3602,,-1688.351553,225.07
1503,,-1688.3602,,-1688.351553,226.68
1504,,-1688.3602,,-1688.351553,228.1
1505,,-1688.3602,,-1688.351553,229.34
1506,,-1688.3602,,-1688.351553,230.41
1507,,-1688.3602,,-1688.351553,231.3
1508,,-1688.3602,,-1688.351553,232.02
1509,,-1688.3602,,-1688.351553,232.58
1510,,-1688.3602,,-1688.351553,232.98
1511,,-1688.3602,,-1688.351553,233.22
1512,,-1688.3602,,-1688.351553,233.32
1513,,-1688.3602,,-1688.351553,233.27
1514,,-1688.3602,,-1688.351553,233.09
1515,,-1688.3602,,-1688.351553,232.77
1516,,-1688.3602,,-1688.351553,232.32
1517,,-1688.3602,,-1688.351553,231.75
1518,,-1688.3602,,-1688.351553,231.07
1519,,-1688.3602,,-1688.351553,230.28
1520,,-1688.3602,,-1688.351553,229.41
1521,,-1688.3602,,-1688.351553,228.48
1522,,-1688.3602,,-1688.351553,227.51
1523,,-1688.3602,,-1688.351553,226.5
1524,,-1688.3602,,-1688.351553,225.47
1525,,-1688.3602,,-1688.351553,224.41
1526,,-1688.3602,,-1688.351553,223.36
1527,,-1688.3602,,-1688.351553,222.31
1528,,-1688.3602,,-1688.351553,221.3
1529,,-1688.3602,,-1688.351553,220.33
1530,,-1688.3602,,-1688.351553,219.43
1531,,-1688.3602,,-1688.351553,218.63
1532,,-1688.3602,,-1688.351553,217.95
1533,,-1688.3602,,-1688.351553,217.42
1534,,-1688.3602,,-1688.351553,217.07
1535,,-1688.3602,,-1688.351553,216.9
1536,,-1688.3602,,-1688.351553,216.92
1537,,-1688.3602,,-1688.351553,217.09
1538,,-1688.3602,,-1688.351553,217.41
1539,,-1688.3602,,-1688.351553,217.85
1540,,-1688.3602,,-1688.351553,218.39
1541,,-1688.3602,,-1688.351553,219.02
1542,,-1688.3602,,-1688.351553,219.71
1543,,-1688.3602,,-1688.351553,220.44
1544,,-1688.3602,,-1688.351553,221.22
1545,,-1688.3602,,-1688.351553,222.02
1546,,-1688.3602,,-1688.351553,222.82
1547,,-1688.3602,,-1688.351553,223.62
1548,,-1688.3602,,-1688.351553,224.38
1549,,-1688.3602,,-1688.351553,225.1
1550,,-1688.3602,,-1688.351553,225.76
1551,,-1688.3602,,-1688.351553,226.34
1552,,-1688.3602,,-1688.351553,226.84
1553,,-1688.3602,,-1688.351553,227.24
1554,,-1688.3602,,-1688.351553,227.52
1555,,-1688.3602,,-1688.351553,227.68
1556,,-1688.3602,,-1688.351553,227.71
1557,,-1688.3602,,-1688.351553,227.6
1558,,-1688.3602,,-1688.351553,227.35
1559,,-1688.3602,,-1688.351553,226.94
1560,,-1688.3602,,-1688.351553,226.37
1561,,-1688.3602,,-1688.351553,225.65
1562,,-1688.3602,,-1688.351553,224.76
1563,,-1688.3602,,-1688.351553,223.72
1564,,-1688.3602,,-1688.351553,222.51
1565,,-1688.3602,,-1688.351553,221.15
1566,,-1688.3602,,-1688.351553,219.62
1567,,-1688.3602,,-1688.351553,217.93
1568,,-1688.3602,,-1688.351553,216.06
1569,,-1688.3602,,-1688.351553,214.02
1570,,-1688.3602,,-1688.351553,211.8
1571,,-1688.3602,,-1688.351553,209.4
1572,,-1688.3602,,-1688.351553,206.83
1573,,-1688.3602,,-1688.351553,204.08
1574,,-1688.3602,,-1688.351553,201.16
1575,,-1688.3602,,-1688.351553,198.08
1576,,-1688.3602,,-1688.351553,194.84
1577,,-1688.3602,,-1688.351553,191.45
1578,,-1688.3602,,-1688.351553,187.91
1579,,-1688.3602,,-1688.351553,184.22
1580,,-1688.3602,,-1688.351553,180.39
1581,,-1688.3602,,-1688.351553,176.42
1582,,-1688.3602,,-1688.351553,172.31
1583,,-1688.3602,,-1688.351553,168.07
1584,,-1688.3602,,-1688.351553,163.69
1585,,-1688.3602,,-1688.351553,159.2
1586,,-1688.3602,,-1688.351553,154.59
1587,,-1688.3602,,-1688.351553,149.88
1588,,-1688.3602,,-1688.351553,145.07
1589,,-1688.3602,,-1688.351553,140.18
1590,,-1688.3602,,-1688.351553,135.2
1591,,-1688.3602,,-1688.351553,130.15
1592,,-1688.3602,,-1688.351553,125.02
1593,,-1688.3602,,-1688.351553,119.82
1594,,-1688.3602,,-1688.351553,114.57
1595,,-1688.3602,,-1688.351553,109.27
1596,,-1688.3602,,-1688.351553,103.95
1597,,-1688.3602,,-1688.351553,98.62
1598,,-1688.3602,,-1688.351553,93.29
1599,,-1688.3602,,-1688.351553,87.97
1600,,-1688.3602,,-1688.351553,82.66
1601,,-1688.3602,,-1688.351553,77.37
1602,,-1688.3602,,-1688.351553,72.11
1603,,-1688.3602,,-1688.351553,66.89
1604,,-1688.3602,,-1688.351553,61.74
1605,,-1688.3602,,-1688.351553,56.69
1606,,-1688.3602,,-1688.351553,51.76
1607,,-1688.3602,,-1688.351553,46.97
1608,,-1688.3602,,-1688.351553,42.32
1609,,-1688.3602,,-1688.351553,37.82
1610,,-1688.3602,,-1688.351553,33.46
1611,,-1688.3602,,-1688.351553,29.26
1612,,-1688.3602,,-1688.351553,25.24
1613,,-1688.3602,,-1688.351553,21.44
1614,,-1688.3602,,-1688.351553,17.88
1615,,-1688.3602,,-1688.351553,14.6
1616,,-1688.3602,,-1688.351553,11.62
1617,,-1688.3602,,-1688.351553,8.97
1618,,-1688.3602,,-1688.351553,6.67
1619,,-1688.3602,,-1688.351553,4.71
1620,,-1688.3602,,-1688.351553,3.04
1621,,-1688.3602,,-1688.351553,1.68
1622,,-1688.3602,,-1688.351553,0.65
1623,,-1688.3602,,-1688.351553,0.09
1624,,-1688.3602,,-1688.351553,0
1625,,-1688.3602,,-1688.351553,0.28
1626,,-1688.3602,,-1688.351553,0.93
1627,,-1688.3602,,-1688.351553,1.99
1628,,-1688.3602,,-1688.351553,3.47
1629,,-1688.3602,,-1688.351553,5.34
1630,,-1688.3602,,-1688.351553,7.54
1631,,-1688.3602,,-1688.351553,10.03
1632,,-1688.3602,,-1688.351553,12.83
1633,,-1688.3602,,-1688.351553,15.98
1634,,-1688.3602,,-1688.351553,19.44
1635,,-1688.3602,,-1688.351553,23.14
1636,,-1688.3602,,-1688.351553,27.07
1637,,-1688.3602,,-1688.351553,31.25
1638,,-1688.3602,,-1688.351553,35.7
1639,,-1688.3602,,-1688.351553,40.33
1640,,-1688.3602,,-1688.351553,45.11
1641,,-1688.3602,,-1688.351553,50.02
1642,,-1688.3602,,-1688.351553,55.08
1643,,-1688.3602,,-1688.351553,60.25
1644,,-1688.3602,,-1688.351553,65.48
1645,,-1688.3602,,-1688.351553,70.76
1646,,-1688.3602,,-1688.351553,76.06
1647,,-1688.3602,,-1688.351553,81.4
1648,,-1688.3602,,-1688.351553,86.81
1649,,-1688.3602,,-1688.351553,92.28
1650,,-1688.3602,,-1688.351553,97.79
1651,,-1688.3602,,-1688.351553,103.29
1652,,-1688.3602,,-1688.351553,108.77
1653,,-1688.3602,,-1688.351553,114.23
1654,,-1688.3602,,-1688.351553,119.67
1655,,-1688.3602,,-1688.351553,125.07
1656,,-1688.3602,,-1688.351553,130.42
1657,,-1688.3602,,-1688.351553,135.69
1658,,-1688.3602,,-1688.351553,140.87
1659,,-1688.3602,,-1688.351553,145.95
1660,,-1688.3602,,-1688.351553,150.93
1661,,-1688.3602,,-1688.351553,155.8
1662,,-1688.3602,,-1688.351553,160.56
1663,,-1688.3602,,-1688.351553,165.22
1664,,-1688.3602,,-1688.351553,169.76
1665,,-1688.3602,,-1688.351553,174.2
1666,,-1688.3602,,-1688.351553,178.51
1667,,-1688.3602,,-1688.351553,182.69
1668,,-1688.3602,,-1688.351553,186.72
1669,,-1688.3602,,-1688.351553,190.61
1670,,-1688.3602,,-1688.351553,194.35
1671,,-1688.3602,,-1688.351553,197.93
1672,,-1688.3602,,-1688.351553,201.35
1673,,-1688.3602,,-1688.351553,204.61
1674,,-1688.3602,,-1688.351553,207.72
1675,,-1688.3602,,-1688.351553,210.68
1676,,-1688.3602,,-1688.351553,213.5
1677,,-1688.3602,,-1688.351553,216.15
1678,,-1688.3602,,-1688.351553,218.65
1679,,-1688.3602,,-1688.351553,220.98
1680,,-1688.3602,,-1688.351553,223.13
1681,,-1688.3602,,-1688.351553,225.11
1682,,-1688.3602,,-1688.351553,226.91
1683,,-1688.3602,,-1688.351553,228.53
1684,,-1688.3602,,-1688.351553,229.97
1685,,-1688.3602,,-1688.351553,231.24
1686,,-1688.3602,,-1688.351553,232.33
1687,,-1688.3602,,-1688.351553,233.26
1688,,-1688.3602,,-1688.351553,234.01
1689,,-1688.3602,,-1688.351553,234.61
1690,,-1688.3602,,-1688.351553,235.05
1691,,-1688.3602,,-1688.351553,235.33
1692,,-1688.3602,,-1688.351553,235.46
1693,,-1688.3602,,-1688.351553,235.43
1694,,-1688.3602,,-1688.351553,235.26
1695,,-1688.3602,,-1688.351553,234.95
1696,,-1688.3602,,-1688.351553,234.51
1697,,-1688.3602,,-1688.351553,233.95
1698,,-1688.3602,,-1688.351553,233.29
1699,,-1688.3602,,-1688.351553,232.53
1700,,-1688.3602,,-1688.351553,231.69
1701,,-1688.3602,,-1688.351553,230.79
1702,,-1688.3602,,-1688.351553,229.84
1703,,-1688.3602,,-1688.351553,228.86
1704,,-1688.3602,,-1688.351553,227.85
1705,,-1688.3602,,-1688.351553,226.84
1706,,-1688.3602,,-1688.351553,225.84
1707,,-1688.3602,,-1688.351553,224.87
1708,,-1688.3602,,-1688.351553,223.92
1709,,-1688.3602,,-1688.351553,223.03
1710,,-1688.3602,,-1688.351553,222.21
1711,,-1688.3602,,-1688.351553,221.48
1712,,-1688.3602,,-1688.351553,220.86
1713,,-1688.3602,,-1688.351553,220.37
1714,,-1688.3602,,-1688.351553,220.07
1715,,-1688.3602,,-1688.351553,219.98
1716,,-1688.3602,,-1688.351553,220.09
1717,,-1688.3602,,-1688.351553,220.35
1718,,-1688.3602,,-1688.351553,220.75
1719,,-1688.3602,,-1688.351553,221.25
1720,,-1688.3602,,-1688.351553,221.83
1721,,-1688.3602,,-1688.351553,222.48
1722,,-1688.3602,,-1688.351553,223.18
1723,,-1688.3602,,-1688.351553,223.92
1724,,-1688.3602,,-1688.351553,224.7
1725,,-1688.3602,,-1688.351553,225.51
1726,,-1688.3602,,-1688.351553,226.34
1727,,-1688.3602,,-1688.351553,227.17
1728,,-1688.3602,,-1688.351553,227.96
1729,,-1688.3602,,-1688.351553,228.7
1730,,-1688.3602,,-1688.351553,229.36
1731,,-1688.3602,,-1688.351553,229.94
1732,,-1688.3602,,-1688.351553,230.43
1733,,-1688.3602,,-1688.351553,230.8
1734,,-1688.3602,,-1688.351553,231.06
1735,,-1688.3602,,-1688.351553,231.2
1736,,-1688.3602,,-1688.351553,231.22
1737,,-1688.3602,,-1688.351553,231.1
1738,,-1688.3602,,-1688.351553,230.85
1739,,-1688.3602,,-1688.351553,230.45
1740,,-1688.3602,,-1688.351553,229.91
1741,,-1688.3602,,-1688.351553,229.2
1742,,-1688.3602,,-1688.351553,228.33
1743,,-1688.3602,,-1688.351553,227.3
1744,,-1688.3602,,-1688.351553,226.09
1745,,-1688.3602,,-1688.351553,224.71
1746,,-1688.3602,,-1688.351553,223.16
1747,,-1688.3602,,-1688.351553,221.43
1748,,-1688.3602,,-1688.351553,219.53
1749,,-1688.3602,,-1688.351553,217.45
1750,,-1688.3602,,-1688.351553,215.21
1751,,-1688.3602,,-1688.351553,212.79
1752,,-1688.3602,,-1688.351553,210.22
1753,,-1688.3602,,-1688.351553,207.5
1754,,-1688.3602,,-1688.351553,204.63
1755,,-1688.3602,,-1688.351553,201.61
1756,,-1688.3602,,-1688.351553,198.46
1757,,-1688.3602,,-1688.351553,195.15
1758,,-1688.3602,,-1688.351553,191.7
1759,,-1688.3602,,-1688.351553,188.09
1760,,-1688.3602,,-1688.351553,184.33
1761,,-1688.3602,,-1688.351553,180.41
1762,,-1688.3602,,-1688.351553,176.35
1763,,-1688.3602,,-1688.351553,172.16
1764,,-1688.3602,,-1688.351553,167.83
1765,,-1688.3602,,-1688.351553,163.37
1766,,-1688.3602,,-1688.351553,158.8
1767,,-1688.3602,,-1688.351553,154.11
1768,,-1688.3602,,-1688.351553,149.33
1769,,-1688.3602,,-1688.351553,144.47
