X,Y,min,,max,diff in meV_max
534,,-1688.3602,,-1688.351553,8.97
535,,-1688.3602,,-1688.351553,6.67
536,,-1688.3602,,-1688.351553,4.71
537,,-1688.3602,,-1688.351553,3.04
538,,-1688.3602,,-1688.351553,1.68
539,,-1688.3602,,-1688.351553,0.65
540,,-1688.3602,,-1688.351553,0.09
541,,-1688.3602,,-1688.351553,0
542,,-1688.3602,,-1688.351553,0.28
543,,-1688.3602,,-1688.351553,0.93
544,,-1688.3602,,-1688.351553,1.99
545,,-1688.3602,,-1688.351553,3.47
546,,-1688.3602,,-1688.351553,5.34
547,,-1688.3602,,-1688.351553,7.54
548,,-1688.3602,,-1688.351553,10.03
549,,-1688.3602,,-1688.351553,12.83
550,,-1688.3602,,-1688.351553,15.98
551,,-1688.3602,,-1688.351553,19.44
552,,-1688.3602,,-1688.351553,23.14
553,,-1688.3602,,-1688.351553,27.07
554,,-1688.3602,,-1688.351553,31.25
555,,-1688.3602,,-1688.351553,35.7
556,,-1688.3602,,-1688.351553,40.33
557,,-1688.3602,,-1688.351553,45.11
558,,-1688.3602,,-1688.351553,50.02
559,,-1688.3602,,-1688.351553,55.08
560,,-1688.3602,,-1688.351553,60.25
561,,-1688.3602,,-1688.351553,65.48
562,,-1688.3602,,-1688.351553,70.76
563,,-1688.3602,,-1688.351553,76.06
564,,-1688.3602,,-1688.351553,81.4
565,,-1688.3602,,-1688.351553,86.81
566,,-1688.3602,,-1688.351553,92.28
567,,-1688.3602,,-1688.351553,97.79
568,,-1688.3602,,-1688.351553,103.29
569,,-1688.3602,,-1688.351553,108.77
570,,-1688.3602,,-1688.351553,114.23
571,,-1688.3602,,-1688.351553,119.67
572,,-1688.3602,,-1688.351553,125.07
573,,-1688.3602,,-1688.351553,130.42
574,,-1688.3602,,-1688.351553,135.69
575,,-1688.3602,,-1688.351553,140.87
576,,-1688.3602,,-1688.351553,145.95
577,,-1688.3602,,-1688.351553,150.93
578,,-1688.3602,,-1688.351553,155.8
579,,-1688.3602,,-1688.351553,160.56
580,,-1688.3602,,-1688.351553,165.22
581,,-1688.3602,,-1688.351553,169.76
582,,-1688.3602,,-1688.351553,174.2
583,,-1688.3602,,-1688.351553,178.51
584,,-1688.3602,,-1688.351553,182.69
585,,-1688.3602,,-1688.351553,186.72
586,,-1688.3602,,-1688.351553,190.61
587,,-1688.3602,,-1688.351553,194.35
588,,-1688.3602,,-1688.351553,197.93
589,,-1688.3602,,-1688.351553,201.35
590,,-1688.3602,,-1688.351553,204.61
591,,-1688.3602,,-1688.351553,207.72
592,,-1688.3602,,-1688.351553,210.68
593,,-1688.3602,,-1688.351553,213.5
594,,-1688.3602,,-1688.351553,216.15
595,,-1688.3602,,-1688.351553,218.65
596,,-1688.3602,,-1688.351553,220.98
597,,-1688.3602,,-1688.351553,223.13
598,,-1688.3602,,-1688.351553,225.11
599,,-1688.3602,,-1688.351553,226.91
600,,-1688.3602,,-1688.351553,228.53
601,,-1688.3602,,-1688.351553,229.97
602,,-1688.3602,,-1688.351553,231.24
603,,-1688.3602,,-1688.351553,232.33
604,,-1688.3602,,-1688.351553,233.26
605,,-1688.3602,,-1688.351553,234.01
606,,-1688.3602,,-1688.351553,234.61
607,,-1688.3602,,-1688.351553,235.05
608,,-1688.3602,,-1688.351553,235.33
609,,-1688.3602,,-1688.351553,235.46
610,,-1688.3602,,-1688.351553,235.43
611,,-1688.3602,,-1688.351553,235.26
612,,-1688.3602,,-1688.351553,234.95
613,,-1688.3602,,-1688.351553,234.51
614,,-1688.3602,,-1688.351553,233.95
615,,-1688.3602,,-1688.351553,233.29
616,,-1688.3602,,-1688.351553,232.53
617,,-1688.3602,,-1688.351553,231.69
618,,-1688.3602,,-1688.351553,230.79
619,,-1688.3602,,-1688.351553,229.84
620,,-1688.3602,,-1688.351553,228.86
621,,-1688.3602,,-1688.351553,227.85
622,,-1688.3602,,-1688.351553,226.84
623,,-1688.3602,,-1688.351553,225.84
624,,-1688.3602,,-1688.351553,224.87
625,,-1688.3602,,-1688.351553,223.92
626,,-1688.3602,,-1688.351553,223.03
627,,-1688.3602,,-1688.351553,222.21
628,,-1688.3602,,-1688.351553,221.48
629,,-1688.3602,,-1688.351553,220.86
630,,-1688.3602,,-1688.351553,220.37
631,,-1688.3602,,-1688.351553,220.07
632,,-1688.3602,,-1688.351553,219.98
633,,-1688.3602,,-1688.351553,220.09
634,,-1688.3602,,-1688.351553,220.35
635,,-1688.3602,,-1688.351553,220.75
636,,-1688.3602,,-1688.351553,221.25
637,,-1688.3602,,-1688.351553,221.83
638,,-1688.3602,,-1688.351553,222.48
639,,-1688.3602,,-1688.351553,223.18
640,,-1688.3602,,-1688.351553,223.92
641,,-1688.3602,,-1688.351553,224.7
642,,-1688.3602,,-1688.351553,225.51
643,,-1688.3602,,-1688.351553,226.34
644,,-1688.3602,,-1688.351553,227.17
645,,-1688.3602,,-1688.351553,227.96
646,,-1688.3602,,-1688.351553,228.7
647,,-1688.3602,,-1688.351553,229.36
648,,-1688.3602,,-1688.351553,229.94
649,,-1688.3602,,-1688.351553,230.43
650,,-1688.3602,,-1688.351553,230.8
651,,-1688.3602,,-1688.351553,231.06
652,,-1688.3602,,-1688.351553,231.2
653,,-1688.3602,,-1688.351553,231.22
654,,-1688.3602,,-1688.351553,231.1
655,,-1688.3602,,-1688.351553,230.85
656,,-1688.3602,,-1688.351553,230.45
657,,-1688.3602,,-1688.351553,229.91
658,,-1688.3602,,-1688.351553,229.2
659,,-1688.3602,,-1688.351553,228.33
660,,-1688.3602,,-1688.351553,227.3
661,,-1688.3602,,-1688.351553,226.09
662,,-1688.3602,,-1688.351553,224.71
663,,-1688.3602,,-1688.351553,223.16
664,,-1688.3602,,-1688.351553,221.43
665,,-1688.3602,,-1688.351553,219.53
666,,-1688.3602,,-1688.351553,217.45
667,,-1688.3602,,-1688.351553,215.21
668,,-1688.3602,,-1688.351553,212.79
669,,-1688.3602,,-1688.351553,210.22
670,,-1688.3602,,-1688.351553,207.5
671,,-1688.3602,,-1688.351553,204.63
672,,-1688.3602,,-1688.351553,201.61
673,,-1688.3602,,-1688.351553,198.46
674,,-1688.3602,,-1688.351553,195.15
675,,-1688.3602,,-1688.351553,191.7
676,,-1688.3602,,-1688.351553,188.09
677,,-1688.3602,,-1688.351553,184.33
678,,-1688.3602,,-1688.351553,180.41
679,,-1688.3602,,-1688.351553,176.35
680,,-1688.3602,,-1688.351553,172.16
681,,-1688.3602,,-1688.351553,167.83
682,,-1688.3602,,-1688.351553,163.37
683,,-1688.3602,,-1688.351553,158.8
684,,-1688.3602,,-1688.351553,154.11
685,,-1688.3602,,-1688.351553,149.33
686,,-1688.3602,,-1688.351553,144.47
687,,-1688.3602,,-1688.351553,139.53
688,,-1688.3602,,-1688.351553,134.52
689,,-1688.3602,,-1688.351553,129.45
690,,-1688.3602,,-1688.351553,124.33
691,,-1688.3602,,-1688.351553,119.16
692,,-1688.3602,,-1688.351553,113.94
693,,-1688.3602,,-1688.351553,108.67
694,,-1688.3602,,-1688.351553,103.37
695,,-1688.3602,,-1688.351553,98.05
696,,-1688.3602,,-1688.351553,92.73
697,,-1688.3602,,-1688.351553,87.41
698,,-1688.3602,,-1688.351553,82.11
699,,-1688.3602,,-1688.351553,76.82
700,,-1688.3602,,-1688.351553,71.57
701,,-1688.3602,,-1688.351553,66.38
702,,-1688.3602,,-1688.351553,61.33
703,,-1688.3602,,-1688.351553,56.42
704,,-1688.3602,,-1688.351553,51.61
705,,-1688.3602,,-1688.351553,46.82
706,,-1688.3602,,-1688.351553,42.05
707,,-1688.3602,,-1688.351553,37.44
708,,-1688.3602,,-1688.351553,33.17
709,,-1688.3602,,-1688.351553,29.13
710,,-1688.3602,,-1688.351553,25.24
711,,-1688.3602,,-1688.351553,21.53
712,,-1688.3602,,-1688.351553,18
713,,-1688.3602,,-1688.351553,14.78
714,,-1688.3602,,-1688.351553,12.17
715,,-1688.3602,,-1688.351553,9.79
716,,-1688.3602,,-1688.351553,7.5
717,,-1688.3602,,-1688.351553,5.58
718,,-1688.3602,,-1688.351553,4.13
719,,-1688.3602,,-1688.351553,3.12
720,,-1688.3602,,-1688.351553,2.42
721,,-1688.3602,,-1688.351553,2.06
722,,-1688.3602,,-1688.351553,2.06
723,,-1688.3602,,-1688.351553,2.11
724,,-1688.3602,,-1688.351553,2.64
725,,-1688.3602,,-1688.351553,3.51
726,,-1688.3602,,-1688.351553,4.72
727,,-1688.3602,,-1688.351553,6.36
728,,-1688.3602,,-1688.351553,8.41
729,,-1688.3602,,-1688.351553,10.78
730,,-1688.3602,,-1688.351553,13.47
731,,-1688.3602,,-1688.351553,16.44
732,,-1688.3602,,-1688.351553,19.66
733,,-1688.3602,,-1688.351553,23.11
734,,-1688.3602,,-1688.351553,26.79
735,,-1688.3602,,-1688.351553,30.73
736,,-1688.3602,,-1688.351553,34.93
737,,-1688.3602,,-1688.351553,39.4
738,,-1688.3602,,-1688.351553,44.04
739,,-1688.3602,,-1688.351553,48.82
740,,-1688.3602,,-1688.351553,53.72
741,,-1688.3602,,-1688.351553,58.73
742,,-1688.3602,,-1688.351553,63.85
743,,-1688.3602,,-1688.351553,69.06
744,,-1688.3602,,-1688.351553,74.34
745,,-1688.3602,,-1688.351553,79.67
746,,-1688.3602,,-1688.351553,85.03
747,,-1688.3602,,-1688.351553,90.4
748,,-1688.3602,,-1688.351553,95.78
749,,-1688.3602,,-1688.351553,101.15
750,,-1688.3602,,-1688.351553,106.52
751,,-1688.3602,,-1688.351553,111.87
752,,-1688.3602,,-1688.351553,117.21
753,,-1688.3602,,-1688.351553,122.54
754,,-1688.3602,,-1688.351553,127.85
755,,-1688.3602,,-1688.351553,133.11
756,,-1688.3602,,-1688.351553,138.31
757,,-1688.3602,,-1688.351553,143.42
758,,-1688.3602,,-1688.351553,148.45
759,,-1688.3602,,-1688.351553,153.38
760,,-1688.3602,,-1688.351553,158.2
761,,-1688.3602,,-1688.351553,162.91
762,,-1688.3602,,-1688.351553,167.5
763,,-1688.3602,,-1688.351553,171.97
764,,-1688.3602,,-1688.351553,176.31
765,,-1688.3602,,-1688.351553,180.53
766,,-1688.3602,,-1688.351553,184.6
767,,-1688.3602,,-1688.351553,188.54
768,,-1688.3602,,-1688.351553,192.33
769,,-1688.3602,,-1688.351553,195.96
770,,-1688.3602,,-1688.351553,199.44
771,,-1688.3602,,-1688.351553,202.75
772,,-1688.3602,,-1688.351553,205.9
773,,-1688.3602,,-1688.351553,208.89
774,,-1688.3602,,-1688.351553,211.71
775,,-1688.3602,,-1688.351553,214.37
776,,-1688.3602,,-1688.351553,216.86
777,,-1688.3602,,-1688.351553,219.18
778,,-1688.3602,,-1688.351553,221.32
779,,-1688.3602,,-1688.351553,223.29
780,,-1688.3602,,-1688.351553,225.07
781,,-1688.3602,,-1688.351553,226.68
782,,-1688.3602,,-1688.351553,228.1
783,,-1688.3602,,-1688.351553,229.34
784,,-1688.3602,,-1688.351553,230.41
785,,-1688.3602,,-1688.351553,231.3
786,,-1688.3602,,-1688.351553,232.02
787,,-1688.3602,,-1688.351553,232.58
788,,-1688.3602,,-1688.351553,232.98
789,,-1688.3602,,-1688.351553,233.22
790,,-1688.3602,,-1688.351553,233.32
791,,-1688.3602,,-1688.351553,233.27
792,,-1688.3602,,-1688.351553,233.09
793,,-1688.3602,,-1688.351553,232.77
794,,-1688.3602,,-1688.351553,232.32
795,,-1688.3602,,-1688.351553,231.75
796,,-1688.3602,,-1688.351553,231.07
797,,-1688.3602,,-1688.351553,230.28
798,,-1688.3602,,-1688.351553,229.41
799,,-1688.3602,,-1688.351553,228.48
800,,-1688.3602,,-1688.351553,227.51
801,,-1688.3602,,-1688.351553,226.5
802,,-1688.3602,,-1688.351553,225.47
803,,-1688.3602,,-1688.351553,224.41
804,,-1688.3602,,-1688.351553,223.36
805,,-1688.3602,,-1688.351553,222.31
806,,-1688.3602,,-1688.351553,221.3
807,,-1688.3602,,-1688.351553,220.33
808,,-1688.3602,,-1688.351553,219.43
809,,-1688.3602,,-1688.351553,218.63
810,,-1688.3602,,-1688.351553,217.95
811,,-1688.3602,,-1688.351553,217.42
812,,-1688.3602,,-1688.351553,217.07
813,,-1688.3602,,-1688.351553,216.9
814,,-1688.3602,,-1688.351553,216.92
815,,-1688.3602,,-1688.351553,217.09
816,,-1688.3602,,-1688.351553,217.41
817,,-1688.3602,,-1688.351553,217.85
818,,-1688.3602,,-1688.351553,218.39
819,,-1688.3602,,-1688.351553,219.02
820,,-1688.3602,,-1688.351553,219.71
821,,-1688.3602,,-1688.351553,220.44
822,,-1688.3602,,-1688.351553,221.22
823,,-1688.3602,,-1688.351553,222.02
824,,-1688.3602,,-1688.351553,222.82
825,,-1688.3602,,-1688.351553,223.62
826,,-1688.3602,,-1688.351553,224.38
827,,-1688.3602,,-1688.351553,225.1
828,,-1688.3602,,-1688.351553,225.76
829,,-1688.3602,,-1688.351553,226.34
830,,-1688.3602,,-1688.351553,226.84
831,,-1688.3602,,-1688.351553,227.24
832,,-1688.3602,,-1688.351553,227.52
833,,-1688.3602,,-1688.351553,227.68
834,,-1688.3602,,-1688.351553,227.71
835,,-1688.3602,,-1688.351553,227.6
836,,-1688.3602,,-1688.351553,227.35
837,,-1688.3602,,-1688.351553,226.94
838,,-1688.3602,,-1688.351553,226.37
839,,-1688.3602,,-1688.351553,225.65
840,,-1688.3602,,-1688.351553,224.76
841,,-1688.3602,,-1688.351553,223.72
842,,-1688.3602,,-1688.351553,222.51
843,,-1688.3602,,-1688.351553,221.15
844,,-1688.3602,,-1688.351553,219.62
845,,-1688.3602,,-1688.351553,217.93
846,,-1688.3602,,-1688.351553,216.06
847,,-1688.3602,,-1688.351553,214.02
848,,-1688.3602,,-1688.351553,211.8
849,,-1688.3602,,-1688.351553,209.4
850,,-1688.3602,,-1688.351553,206.83
851,,-1688.3602,,-1688.351553,204.08
852,,-1688.3602,,-1688.351553,201.16
853,,-1688.3602,,-1688.351553,198.08
854,,-1688.3602,,-1688.351553,194.84
855,,-1688.3602,,-1688.351553,191.45
856,,-1688.3602,,-1688.351553,187.91
857,,-1688.3602,,-1688.351553,184.22
858,,-1688.3602,,-1688.351553,180.39
859,,-1688.3602,,-1688.351553,176.42
860,,-1688.3602,,-1688.351553,172.31
861,,-1688.3602,,-1688.351553,168.07
862,,-1688.3602,,-1688.351553,163.69
863,,-1688.3602,,-1688.351553,159.2
864,,-1688.3602,,-1688.351553,154.59
865,,-1688.3602,,-1688.351553,149.88
866,,-1688.3602,,-1688.351553,145.07
867,,-1688.3602,,-1688.351553,140.18
868,,-1688.3602,,-1688.351553,135.2
869,,-1688.3602,,-1688.351553,130.15
870,,-1688.3602,,-1688.351553,125.02
871,,-1688.3602,,-1688.351553,119.82
872,,-1688.3602,,-1688.351553,114.57
873,,-1688.3602,,-1688.351553,109.27
874,,-1688.3602,,-1688.351553,103.95
875,,-1688.3602,,-1688.351553,98.62
876,,-1688.3602,,-1688.351553,93.29
877,,-1688.3602,,-1688.351553,87.97
878,,-1688.3602,,-1688.351553,82.66
879,,-1688.3602,,-1688.351553,77.37
880,,-1688.3602,,-1688.351553,72.11
881,,-1688.3602,,-1688.351553,66.89
882,,-1688.3602,,-1688.351553,61.74
883,,-1688.3602,,-1688.351553,56.69
884,,-1688.3602,,-1688.351553,51.76
885,,-1688.3602,,-1688.351553,46.97
886,,-1688.3602,,-1688.351553,42.32
887,,-1688.3602,,-1688.351553,37.82
888,,-1688.3602,,-1688.351553,33.46
889,,-1688.3602,,-1688.351553,29.26
890,,-1688.3602,,-1688.351553,25.24
891,,-1688.3602,,-1688.351553,21.44
892,,-1688.3602,,-1688.351553,17.88
893,,-1688.3602,,-1688.351553,14.6
894,,-1688.3602,,-1688.351553,11.62
895,,-1688.3602,,-1688.351553,8.97
896,,-1688.3602,,-1688.351553,6.67
897,,-1688.3602,,-1688.351553,4.71
898,,-1688.3602,,-1688.351553,3.04
899,,-1688.3602,,-1688.351553,1.68
900,,-1688.3602,,-1688.351553,0.65
901,,-1688.3602,,-1688.351553,0.09
902,,-1688.3602,,-1688.351553,0
903,,-1688.3602,,-1688.351553,0.28
904,,-1688.3602,,-1688.351553,0.93
905,,-1688.3602,,-1688.351553,1.99
906,,-1688.3602,,-1688.351553,3.47
907,,-1688.3602,,-1688.351553,5.34
908,,-1688.3602,,-1688.351553,7.54
909,,-1688.3602,,-1688.351553,10.03
910,,-1688.3602,,-1688.351553,12.83
911,,-1688.3602,,-1688.351553,15.98
912,,-1688.3602,,-1688.351553,19.44
913,,-1688.3602,,-1688.351553,23.14
914,,-1688.3602,,-1688.351553,27.07
915,,-1688.3602,,-1688.351553,31.25
916,,-1688.3602,,-1688.351553,35.7
917,,-1688.3602,,-1688.351553,40.33
918,,-1688.3602,,-1688.351553,45.11
919,,-1688.3602,,-1688.351553,50.02
920,,-1688.3602,,-1688.351553,55.08
921,,-1688.3602,,-1688.351553,60.25
922,,-1688.3602,,-1688.351553,65.48
923,,-1688.3602,,-1688.351553,70.76
924,,-1688.3602,,-1688.351553,76.06
925,,-1688.3602,,-1688.351553,81.4
926,,-1688.3602,,-1688.351553,86.81
927,,-1688.3602,,-1688.351553,92.28
928,,-1688.3602,,-1688.351553,97.79
929,,-1688.3602,,-1688.351553,103.29
930,,-1688.3602,,-1688.351553,108.77
931,,-1688.3602,,-1688.351553,114.23
932,,-1688.3602,,-1688.351553,119.67
933,,-1688.3602,,-1688.351553,125.07
934,,-1688.3602,,-1688.351553,130.42
935,,-1688.3602,,-1688.351553,135.69
936,,-1688.3602,,-1688.351553,140.87
937,,-1688.3602,,-1688.351553,145.95
938,,-1688.3602,,-1688.351553,150.93
939,,-1688.3602,,-1688.351553,155.8
940,,-1688.3602,,-1688.351553,160.56
941,,-1688.3602,,-1688.351553,165.22
942,,-1688.3602,,-1688.351553,169.76
943,,-1688.3602,,-1688.351553,174.2
944,,-1688.3602,,-1688.351553,178.51
945,,-1688.3602,,-1688.351553,182.69
946,,-1688.3602,,-1688.351553,186.72
947,,-1688.3602,,-1688.351553,190.61
948,,-1688.3602,,-1688.351553,194.35
949,,-1688.3602,,-1688.351553,197.93
950,,-1688.3602,,-1688.351553,201.35
951,,-1688.3602,,-1688.351553,204.61
952,,-1688.3602,,-1688.351553,207.72
953,,-1688.3602,,-1688.351553,210.68
954,,-1688.3602,,-1688.351553,213.5
955,,-1688.3602,,-1688.351553,216.15
956,,-1688.3602,,-1688.351553,218.65
957,,-1688.3602,,-1688.351553,220.98
958,,-1688.3602,,-1688.351553,223.13
959,,-1688.3602,,-1688.351553,225.11
960,,-1688.3602,,-1688.351553,226.91
961,,-1688.3602,,-1688.351553,228.53
962,,-1688.3602,,-1688.351553,229.97
963,,-1688.3602,,-1688.351553,231.24
964,,-1688.3602,,-1688.351553,232.33
965,,-1688.3602,,-1688.351553,233.26
966,,-1688.3602,,-1688.351553,234.01
967,,-1688.3602,,-1688.351553,234.61
968,,-1688.3602,,-1688.351553,235.05
969,,-1688.3602,,-1688.351553,235.33
970,,-1688.3602,,-1688.351553,235.46
971,,-1688.3602,,-1688.351553,235.43
972,,-1688.3602,,-1688.351553,235.26
973,,-1688.3602,,-1688.351553,234.95
974,,-1688.3602,,-1688.351553,234.51
975,,-1688.3602,,-1688.351553,233.95
976,,-1688.3602,,-1688.351553,233.29
977,,-1688.3602,,-1688.351553,232.53
978,,-1688.3602,,-1688.351553,231.69
979,,-1688.3602,,-1688.351553,230.79
980,,-1688.3602,,-1688.351553,229.84
981,,-1688.3602,,-1688.351553,228.86
982,,-1688.3602,,-1688.351553,227.85
983,,-1688.3602,,-1688.351553,226.84
984,,-1688.3602,,-1688.351553,225.84
985,,-1688.3602,,-1688.351553,224.87
986,,-1688.3602,,-1688.351553,223.92
987,,-1688.3602,,-1688.351553,223.03
988,,-1688.3602,,-1688.351553,222.21
989,,-1688.3602,,-1688.351553,221.48
990,,-1688.3602,,-1688.351553,220.86
991,,-1688.3602,,-1688.351553,220.37
992,,-1688.3602,,-1688.351553,220.07
993,,-1688.3602,,-1688.351553,219.98
994,,-1688.3602,,-1688.351553,220.09
995,,-1688.3602,,-1688.351553,220.35
996,,-1688.3602,,-1688.351553,220.75
997,,-1688.3602,,-1688.351553,221.25
998,,-1688.3602,,-1688.351553,221.83
999,,-1688.3602,,-1688.351553,222.48
1000,,-1688.3602,,-1688.351553,223.18
1001,,-1688.3602,,-1688.351553,223.92
1002,,-1688.3602,,-1688.351553,224.7
1003,,-1688.3602,,-1688.351553,225.51
1004,,-1688.3602,,-1688.351553,226.34
1005,,-1688.3602,,-1688.351553,227.17
1006,,-1688.3602,,-1688.351553,227.96
1007,,-1688.3602,,-1688.351553,228.7
1008,,-1688.3602,,-1688.351553,229.36
1009,,-1688.3602,,-1688.351553,229.94
1010,,-1688.3602,,-1688.351553,230.43
1011,,-1688.3602,,-1688.351553,230.8
1012,,-1688.3602,,-1688.351553,231.06
1013,,-1688.3602,,-1688.351553,231.2
1014,,-1688.3602,,-1688.351553,231.22
1015,,-1688.3602,,-1688.351553,231.1
1016,,-1688.3602,,-1688.351553,230.85
1017,,-1688.3602,,-1688.351553,230.45
1018,,-1688.3602,,-1688.351553,229.91
1019,,-1688.3602,,-1688.351553,229.2
1020,,-1688.3602,,-1688.351553,228.33
1021,,-1688.3602,,-1688.351553,227.3
1022,,-1688.3602,,-1688.351553,226.09
1023,,-1688.3602,,-1688.351553,224.71
1024,,-1688.3602,,-1688.351553,223.16
1025,,-1688.3602,,-1688.351553,221.43
1026,,-1688.3602,,-1688.351553,219.53
1027,,-1688.3602,,-1688.351553,217.45
1028,,-1688.3602,,-1688.351553,215.21
1029,,-1688.3602,,-1688.351553,212.79
1030,,-1688.3602,,-1688.351553,210.22
1031,,-1688.3602,,-1688.351553,207.5
1032,,-1688.3602,,-1688.351553,204.63
1033,,-1688.3602,,-1688.351553,201.61
1034,,-1688.3602,,-1688.351553,198.46
1035,,-1688.3602,,-1688.351553,195.15
1036,,-1688.3602,,-1688.351553,191.7
1037,,-1688.3602,,-1688.351553,188.09
1038,,-1688.3602,,-1688.351553,184.33
1039,,-1688.3602,,-1688.351553,180.41
1040,,-1688.3602,,-1688.351553,176.35
1041,,-1688.3602,,-1688.351553,172.16
1042,,-1688.3602,,-1688.351553,167.83
1043,,-1688.3602,,-1688.351553,163.37
1044,,-1688.3602,,-1688.351553,158.8
1045,,-1688.3602,,-1688.351553,154.11
1046,,-1688.3602,,-1688.351553,149.33
1047,,-1688.3602,,-1688.351553,144.47
1048,,-1688.3602,,-1688.351553,139.53
1049,,-1688.3602,,-1688.351553,134.52
1050,,-1688.3602,,-1688.351553,129.45
1051,,-1688.3602,,-1688.351553,124.33
1052,,-1688.3602,,-1688.351553,119.16
1053,,-1688.3602,,-1688.351553,113.94
1054,,-1688.3602,,-1688.351553,108.67
1055,,-1688.3602,,-1688.351553,103.37
1056,,-1688.3602,,-1688.351553,98.05
1057,,-1688.3602,,-1688.351553,92.73
1058,,-1688.3602,,-1688.351553,87.41
1059,,-1688.3602,,-1688.351553,82.11
1060,,-1688.3602,,-1688.351553,76.82
1061,,-1688.3602,,-1688.351553,71.57
1062,,-1688.3602,,-1688.351553,66.38
1063,,-1688.3602,,-1688.351553,61.33
1064,,-1688.3602,,-1688.351553,56.42
1065,,-1688.3602,,-1688.351553,51.61
1066,,-1688.3602,,-1688.351553,46.82
1067,,-1688.3602,,-1688.351553,42.05
1068,,-1688.3602,,-1688.351553,37.44
1069,,-1688.3602,,-1688.351553,33.17
1070,,-1688.3602,,-1688.351553,29.13
1071,,-1688.3602,,-1688.351553,25.24
1072,,-1688.3602,,-1688.351553,21.53
1073,,-1688.3602,,-1688.351553,18
1074,,-1688.3602,,-1688.351553,14.78
1075,,-1688.3602,,-1688.351553,12.17
1076,,-1688.3602,,-1688.351553,9.79
1077,,-1688.3602,,-1688.351553,7.5
1078,,-1688.3602,,-1688.351553,5.58
1079,,-1688.3602,,-1688.351553,4.13
1080,,-1688.3602,,-1688.351553,3.12
1081,,-1688.3602,,-1688.351553,2.42
1082,,-1688.3602,,-1688.351553,2.06
1083,,-1688.3602,,-1688.351553,2.06
1084,,-1688.3602,,-1688.351553,2.11
1085,,-1688.3602,,-1688.351553,2.64
1086,,-1688.3602,,-1688.351553,3.51
1087,,-1688.3602,,-1688.351553,4.72
1088,,-1688.3602,,-1688.351553,6.36
1089,,-1688.3602,,-1688.351553,8.41
1090,,-1688.3602,,-1688.351553,10.78
1091,,-1688.3602,,-1688.351553,13.47
1092,,-1688.3602,,-1688.351553,16.44
1093,,-1688.3602,,-1688.351553,19.66
1094,,-1688.3602,,-1688.351553,23.11
1095,,-1688.3602,,-1688.351553,26.79
1096,,-1688.3602,,-1688.351553,30.73
1097,,-1688.3602,,-1688.351553,34.93
1098,,-1688.3602,,-1688.351553,39.4
1099,,-1688.3602,,-1688.351553,44.04
1100,,-1688.3602,,-1688.351553,48.82
1101,,-1688.3602,,-1688.351553,53.72
1102,,-1688.3602,,-1688.351553,58.73
1103,,-1688.3602,,-1688.351553,63.85
1104,,-1688.3602,,-1688.351553,69.06
1105,,-1688.3602,,-1688.351553,74.34
1106,,-1688.3602,,-1688.351553,79.67
1107,,-1688.3602,,-1688.351553,85.03
1108,,-1688.3602,,-1688.351553,90.4
1109,,-1688.3602,,-1688.351553,95.78
1110,,-1688.3602,,-1688.351553,101.15
1111,,-1688.3602,,-1688.351553,106.52
1112,,-1688.3602,,-1688.351553,111.87
1113,,-1688.3602,,-1688.351553,117.21
1114,,-1688.3602,,-1688.351553,122.54
1115,,-1688.3602,,-1688.351553,127.85
1116,,-1688.3602,,-1688.351553,133.11
1117,,-1688.3602,,-1688.351553,138.31
1118,,-1688.3602,,-1688.351553,143.42
1119,,-1688.3602,,-1688.351553,148.45
1120,,-1688.3602,,-1688.351553,153.38
1121,,-1688.3602,,-1688.351553,158.2
1122,,-1688.3602,,-1688.351553,162.91
1123,,-1688.3602,,-1688.351553,167.5
1124,,-1688.3602,,-1688.351553,171.97
1125,,-1688.3602,,-1688.351553,176.31
1126,,-1688.3602,,-1688.351553,180.53
1127,,-1688.3602,,-1688.351553,184.6
1128,,-1688.3602,,-1688.351553,188.54
1129,,-1688.3602,,-1688.351553,192.33
1130,,-1688.3602,,-1688.351553,195.96
1131,,-1688.3602,,-1688.351553,199.44
1132,,-1688.3602,,-1688.351553,202.75
1133,,-1688.3602,,-1688.351553,205.9
1134,,-1688.3602,,-1688.351553,208.89
1135,,-1688.3602,,-1688.351553,211.71
1136,,-1688.3602,,-1688.351553,214.37
1137,,-1688.3602,,-1688.351553,216.86
1138,,-1688.3602,,-1688.351553,219.18
1139,,-1688.3602,,-1688.351553,221.32
1140,,-1688.3602,,-1688.351553,223.29
1141,,-1688.3602,,-1688.351553,225.07
1142,,-1688.3602,,-1688.351553,226.68
1143,,-1688.3602,,-1688.351553,228.1
1144,,-1688.3602,,-1688.351553,229.34
1145,,-1688.3602,,-1688.351553,230.41
1146,,-1688.3602,,-1688.351553,231.3
1147,,-1688.3602,,-1688.351553,232.02
1148,,-1688.3602,,-1688.351553,232.58
1149,,-1688.3602,,-1688.351553,232.98
1150,,-1688.3602,,-1688.351553,233.22
1151,,-1688.3602,,-1688.351553,233.32
1152,,-1688.3602,,-1688.351553,233.27
1153,,-1688.3602,,-1688.351553,233.09
1154,,-1688.3602,,-1688.351553,232.77
1155,,-1688.3602,,-1688.351553,232.32
1156,,-1688.3602,,-1688.351553,231.75
1157,,-1688.3602,,-1688.351553,231.07
1158,,-1688.3602,,-1688.351553,230.28
1159,,-1688.3602,,-1688.351553,229.41
1160,,-1688.3602,,-1688.351553,228.48
1161,,-1688.3602,,-1688.351553,227.51
